Ships_IDs,Total_iregular_ships,Risk_score
104782,1,3.3333333333333335
104790,1,3.3333333333333335
104792,1,3.3333333333333335
104799,1,3.3333333333333335
104814,1,3.3333333333333335
104818,1,3.3333333333333335
104820,1,3.3333333333333335
104823,1,3.3333333333333335
104826,1,3.3333333333333335
104832,1,3.3333333333333335
104834,1,3.3333333333333335
104843,1,3.3333333333333335
104846,1,3.3333333333333335
104850,1,3.3333333333333335
104853,1,3.3333333333333335
104854,1,3.3333333333333335
104857,1,3.3333333333333335
104861,1,3.3333333333333335
104872,1,3.3333333333333335
104873,1,3.3333333333333335
104874,1,3.3333333333333335
104887,1,3.3333333333333335
104888,1,3.3333333333333335
104899,1,3.3333333333333335
104903,1,3.3333333333333335
104908,1,3.3333333333333335
104911,1,3.3333333333333335
104930,1,3.3333333333333335
104934,1,3.3333333333333335
104942,1,3.3333333333333335
104943,1,3.3333333333333335
104947,1,3.3333333333333335
104949,1,3.3333333333333335
104951,1,3.3333333333333335
104962,1,3.3333333333333335
104968,1,3.3333333333333335
104974,1,3.3333333333333335
104975,1,3.3333333333333335
104985,1,3.3333333333333335
104993,1,3.3333333333333335
105005,1,3.3333333333333335
105013,1,3.3333333333333335
105045,1,3.3333333333333335
105047,1,3.3333333333333335
105049,1,3.3333333333333335
105055,1,3.3333333333333335
105066,1,3.3333333333333335
105075,1,3.3333333333333335
105076,1,3.3333333333333335
105081,1,3.3333333333333335
105092,1,3.3333333333333335
105097,1,3.3333333333333335
105098,1,3.3333333333333335
105104,1,3.3333333333333335
105115,1,3.3333333333333335
105120,1,3.3333333333333335
105123,1,3.3333333333333335
105124,1,3.3333333333333335
105127,1,3.3333333333333335
105130,1,3.3333333333333335
105137,1,3.3333333333333335
105139,1,3.3333333333333335
105142,1,3.3333333333333335
105148,1,3.3333333333333335
105150,1,3.3333333333333335
105155,1,3.3333333333333335
105163,1,3.3333333333333335
105165,1,3.3333333333333335
105167,1,3.3333333333333335
105168,1,3.3333333333333335
105169,1,3.3333333333333335
105183,1,3.3333333333333335
105186,1,3.3333333333333335
105202,1,3.3333333333333335
105203,1,3.3333333333333335
105204,1,3.3333333333333335
105205,1,3.3333333333333335
105210,1,3.3333333333333335
105224,1,3.3333333333333335
105226,1,3.3333333333333335
105263,1,3.3333333333333335
105268,1,3.3333333333333335
105276,1,3.3333333333333335
105280,1,3.3333333333333335
105281,1,3.3333333333333335
105282,1,3.3333333333333335
105306,1,3.3333333333333335
105308,1,3.3333333333333335
105310,1,3.3333333333333335
105318,1,3.3333333333333335
105329,1,3.3333333333333335
105331,1,3.3333333333333335
105336,1,3.3333333333333335
105340,1,3.3333333333333335
105357,1,3.3333333333333335
105361,1,3.3333333333333335
105379,1,3.3333333333333335
105382,1,3.3333333333333335
105386,1,3.3333333333333335
105390,1,3.3333333333333335
105397,1,3.3333333333333335
105403,1,3.3333333333333335
105404,1,3.3333333333333335
105412,1,3.3333333333333335
105414,1,3.3333333333333335
105415,1,3.3333333333333335
105422,1,3.3333333333333335
105429,1,3.3333333333333335
105430,1,3.3333333333333335
105432,1,3.3333333333333335
105442,1,3.3333333333333335
105443,1,3.3333333333333335
105444,1,3.3333333333333335
105452,1,3.3333333333333335
105457,1,3.3333333333333335
105461,1,3.3333333333333335
105462,1,3.3333333333333335
105464,1,3.3333333333333335
105469,1,3.3333333333333335
105471,1,3.3333333333333335
105472,1,3.3333333333333335
105475,1,3.3333333333333335
105477,1,3.3333333333333335
105488,1,3.3333333333333335
105492,1,3.3333333333333335
105493,1,3.3333333333333335
105500,1,3.3333333333333335
105504,1,3.3333333333333335
105509,1,3.3333333333333335
105514,1,3.3333333333333335
105515,1,3.3333333333333335
105530,1,3.3333333333333335
105534,1,3.3333333333333335
105535,1,3.3333333333333335
105537,1,3.3333333333333335
105541,1,3.3333333333333335
105545,1,3.3333333333333335
105549,1,3.3333333333333335
105550,1,3.3333333333333335
105551,1,3.3333333333333335
105559,1,3.3333333333333335
105567,1,3.3333333333333335
105570,1,3.3333333333333335
105572,1,3.3333333333333335
105577,1,3.3333333333333335
105578,1,3.3333333333333335
105582,1,3.3333333333333335
105600,1,3.3333333333333335
105606,1,3.3333333333333335
105608,1,3.3333333333333335
105615,1,3.3333333333333335
105617,1,3.3333333333333335
105618,1,3.3333333333333335
105620,1,3.3333333333333335
105624,1,3.3333333333333335
105628,1,3.3333333333333335
105638,1,3.3333333333333335
105640,1,3.3333333333333335
105643,1,3.3333333333333335
105649,1,3.3333333333333335
105662,1,3.3333333333333335
105664,1,3.3333333333333335
105666,1,3.3333333333333335
105668,1,3.3333333333333335
105670,1,3.3333333333333335
105677,1,3.3333333333333335
105690,1,3.3333333333333335
105691,1,3.3333333333333335
105697,1,3.3333333333333335
105703,1,3.3333333333333335
105714,1,3.3333333333333335
105724,1,3.3333333333333335
105728,1,3.3333333333333335
105732,1,3.3333333333333335
105744,1,3.3333333333333335
105746,1,3.3333333333333335
105748,1,3.3333333333333335
105757,1,3.3333333333333335
105768,1,3.3333333333333335
105776,1,3.3333333333333335
105781,1,3.3333333333333335
105782,1,3.3333333333333335
105783,1,3.3333333333333335
105787,1,3.3333333333333335
105789,1,3.3333333333333335
105796,1,3.3333333333333335
105802,1,3.3333333333333335
105810,1,3.3333333333333335
105812,1,3.3333333333333335
105816,1,3.3333333333333335
105829,1,3.3333333333333335
105830,1,3.3333333333333335
105831,1,3.3333333333333335
105836,1,3.3333333333333335
105837,1,3.3333333333333335
105838,1,3.3333333333333335
105841,1,3.3333333333333335
105849,1,3.3333333333333335
105868,1,3.3333333333333335
105872,1,3.3333333333333335
105875,1,3.3333333333333335
105876,1,3.3333333333333335
105882,1,3.3333333333333335
105883,1,3.3333333333333335
105884,1,3.3333333333333335
105886,1,3.3333333333333335
105887,1,3.3333333333333335
105893,1,3.3333333333333335
105901,1,3.3333333333333335
105921,1,3.3333333333333335
105923,1,3.3333333333333335
105926,1,3.3333333333333335
105928,1,3.3333333333333335
105930,1,3.3333333333333335
105935,1,3.3333333333333335
105939,1,3.3333333333333335
105940,1,3.3333333333333335
105942,1,3.3333333333333335
105943,1,3.3333333333333335
105944,1,3.3333333333333335
105952,1,3.3333333333333335
105954,1,3.3333333333333335
105957,1,3.3333333333333335
105960,1,3.3333333333333335
105985,1,3.3333333333333335
105990,1,3.3333333333333335
105994,1,3.3333333333333335
105995,1,3.3333333333333335
105999,1,3.3333333333333335
106001,1,3.3333333333333335
106003,1,3.3333333333333335
106004,1,3.3333333333333335
106006,1,3.3333333333333335
106008,1,3.3333333333333335
106011,1,3.3333333333333335
106025,1,3.3333333333333335
106028,1,3.3333333333333335
106042,1,3.3333333333333335
106043,1,3.3333333333333335
106045,1,3.3333333333333335
106054,1,3.3333333333333335
106055,1,3.3333333333333335
106056,1,3.3333333333333335
106067,1,3.3333333333333335
106069,1,3.3333333333333335
106083,1,3.3333333333333335
106085,1,3.3333333333333335
106086,1,3.3333333333333335
106094,1,3.3333333333333335
106099,1,3.3333333333333335
106104,1,3.3333333333333335
106111,1,3.3333333333333335
106121,1,3.3333333333333335
106132,1,3.3333333333333335
106133,1,3.3333333333333335
106139,1,3.3333333333333335
106141,1,3.3333333333333335
106143,1,3.3333333333333335
106153,1,3.3333333333333335
106157,1,3.3333333333333335
106170,1,3.3333333333333335
106174,1,3.3333333333333335
106180,1,3.3333333333333335
106185,1,3.3333333333333335
106192,1,3.3333333333333335
106193,1,3.3333333333333335
106196,1,3.3333333333333335
106198,1,3.3333333333333335
106205,1,3.3333333333333335
106211,1,3.3333333333333335
106213,1,3.3333333333333335
106217,1,3.3333333333333335
106222,1,3.3333333333333335
106236,1,3.3333333333333335
106251,1,3.3333333333333335
106278,1,3.3333333333333335
106281,1,3.3333333333333335
106282,1,3.3333333333333335
106291,1,3.3333333333333335
106292,1,3.3333333333333335
106293,1,3.3333333333333335
106306,1,3.3333333333333335
106315,1,3.3333333333333335
106324,1,3.3333333333333335
106326,1,3.3333333333333335
106327,1,3.3333333333333335
106333,1,3.3333333333333335
106342,1,3.3333333333333335
106346,1,3.3333333333333335
106347,1,3.3333333333333335
106366,1,3.3333333333333335
106368,1,3.3333333333333335
106379,1,3.3333333333333335
106388,1,3.3333333333333335
106392,1,3.3333333333333335
106395,1,3.3333333333333335
106408,1,3.3333333333333335
106409,1,3.3333333333333335
106413,1,3.3333333333333335
106414,1,3.3333333333333335
106417,1,3.3333333333333335
106429,1,3.3333333333333335
106439,1,3.3333333333333335
106442,1,3.3333333333333335
106461,1,3.3333333333333335
106462,1,3.3333333333333335
106467,1,3.3333333333333335
106469,1,3.3333333333333335
106475,1,3.3333333333333335
106494,1,3.3333333333333335
106498,1,3.3333333333333335
106502,1,3.3333333333333335
106511,1,3.3333333333333335
106515,1,3.3333333333333335
106518,1,3.3333333333333335
106520,1,3.3333333333333335
106535,1,3.3333333333333335
106544,1,3.3333333333333335
106545,1,3.3333333333333335
106552,1,3.3333333333333335
106553,1,3.3333333333333335
106554,1,3.3333333333333335
106572,1,3.3333333333333335
106578,1,3.3333333333333335
106594,1,3.3333333333333335
106596,1,3.3333333333333335
106608,1,3.3333333333333335
106613,1,3.3333333333333335
106616,1,3.3333333333333335
106625,1,3.3333333333333335
106626,1,3.3333333333333335
106627,1,3.3333333333333335
106647,1,3.3333333333333335
106656,1,3.3333333333333335
106657,1,3.3333333333333335
106661,1,3.3333333333333335
106668,1,3.3333333333333335
106671,1,3.3333333333333335
106685,1,3.3333333333333335
106686,1,3.3333333333333335
106687,1,3.3333333333333335
106689,1,3.3333333333333335
106690,1,3.3333333333333335
106700,1,3.3333333333333335
106703,1,3.3333333333333335
106704,1,3.3333333333333335
106708,1,3.3333333333333335
106711,1,3.3333333333333335
106715,1,3.3333333333333335
106721,1,3.3333333333333335
106723,1,3.3333333333333335
106737,1,3.3333333333333335
106745,1,3.3333333333333335
106750,1,3.3333333333333335
106755,1,3.3333333333333335
106756,1,3.3333333333333335
106761,1,3.3333333333333335
106768,1,3.3333333333333335
106773,1,3.3333333333333335
106783,1,3.3333333333333335
106786,1,3.3333333333333335
106789,1,3.3333333333333335
106792,1,3.3333333333333335
106797,1,3.3333333333333335
106805,1,3.3333333333333335
106824,1,3.3333333333333335
106826,1,3.3333333333333335
106831,1,3.3333333333333335
106832,1,3.3333333333333335
106838,1,3.3333333333333335
106844,1,3.3333333333333335
106848,1,3.3333333333333335
106869,1,3.3333333333333335
106870,1,3.3333333333333335
106878,1,3.3333333333333335
106880,1,3.3333333333333335
106881,1,3.3333333333333335
106885,1,3.3333333333333335
106886,1,3.3333333333333335
106897,1,3.3333333333333335
106902,1,3.3333333333333335
106912,1,3.3333333333333335
106913,1,3.3333333333333335
106916,1,3.3333333333333335
106918,1,3.3333333333333335
106920,1,3.3333333333333335
106922,1,3.3333333333333335
106924,1,3.3333333333333335
106938,1,3.3333333333333335
106948,1,3.3333333333333335
106953,1,3.3333333333333335
106962,1,3.3333333333333335
106976,1,3.3333333333333335
106987,1,3.3333333333333335
106989,1,3.3333333333333335
106993,1,3.3333333333333335
106997,1,3.3333333333333335
107002,1,3.3333333333333335
107004,1,3.3333333333333335
107013,1,3.3333333333333335
107019,1,3.3333333333333335
107021,1,3.3333333333333335
107031,1,3.3333333333333335
107036,1,3.3333333333333335
107037,1,3.3333333333333335
107044,1,3.3333333333333335
107054,1,3.3333333333333335
107080,1,3.3333333333333335
107094,1,3.3333333333333335
107098,1,3.3333333333333335
107103,1,3.3333333333333335
107104,1,3.3333333333333335
107111,1,3.3333333333333335
107132,1,3.3333333333333335
107133,1,3.3333333333333335
107141,1,3.3333333333333335
107143,1,3.3333333333333335
107152,1,3.3333333333333335
107162,1,3.3333333333333335
107163,1,3.3333333333333335
107173,1,3.3333333333333335
107178,1,3.3333333333333335
107183,1,3.3333333333333335
107186,1,3.3333333333333335
107203,1,3.3333333333333335
107210,1,3.3333333333333335
107212,1,3.3333333333333335
107216,1,3.3333333333333335
107222,1,3.3333333333333335
107228,1,3.3333333333333335
107231,1,3.3333333333333335
107233,1,3.3333333333333335
107234,1,3.3333333333333335
107237,1,3.3333333333333335
107240,1,3.3333333333333335
107242,1,3.3333333333333335
107244,1,3.3333333333333335
107247,1,3.3333333333333335
107251,1,3.3333333333333335
107252,1,3.3333333333333335
107256,1,3.3333333333333335
107260,1,3.3333333333333335
107263,1,3.3333333333333335
107267,1,3.3333333333333335
107270,1,3.3333333333333335
107272,1,3.3333333333333335
107281,1,3.3333333333333335
107288,1,3.3333333333333335
107301,1,3.3333333333333335
107304,1,3.3333333333333335
107314,1,3.3333333333333335
107322,1,3.3333333333333335
107325,1,3.3333333333333335
107326,1,3.3333333333333335
107328,1,3.3333333333333335
107335,1,3.3333333333333335
107338,1,3.3333333333333335
107340,1,3.3333333333333335
107344,1,3.3333333333333335
107346,1,3.3333333333333335
107362,1,3.3333333333333335
107364,1,3.3333333333333335
107365,1,3.3333333333333335
107370,1,3.3333333333333335
107389,1,3.3333333333333335
107393,1,3.3333333333333335
107398,1,3.3333333333333335
107408,1,3.3333333333333335
107424,1,3.3333333333333335
107427,1,3.3333333333333335
107465,1,3.3333333333333335
107475,1,3.3333333333333335
107486,1,3.3333333333333335
107489,1,3.3333333333333335
107491,1,3.3333333333333335
107500,1,3.3333333333333335
107501,1,3.3333333333333335
107509,1,3.3333333333333335
107517,1,3.3333333333333335
107519,1,3.3333333333333335
107522,1,3.3333333333333335
107543,1,3.3333333333333335
107544,1,3.3333333333333335
107545,1,3.3333333333333335
107547,1,3.3333333333333335
107553,1,3.3333333333333335
107556,1,3.3333333333333335
107572,1,3.3333333333333335
107581,1,3.3333333333333335
107583,1,3.3333333333333335
107589,1,3.3333333333333335
107600,1,3.3333333333333335
107607,1,3.3333333333333335
107615,1,3.3333333333333335
107625,1,3.3333333333333335
107628,1,3.3333333333333335
107636,1,3.3333333333333335
107643,1,3.3333333333333335
107651,1,3.3333333333333335
107652,1,3.3333333333333335
107654,1,3.3333333333333335
107661,1,3.3333333333333335
107667,1,3.3333333333333335
107671,1,3.3333333333333335
107680,1,3.3333333333333335
107682,1,3.3333333333333335
107683,1,3.3333333333333335
107684,1,3.3333333333333335
107693,1,3.3333333333333335
107695,1,3.3333333333333335
107701,1,3.3333333333333335
107704,1,3.3333333333333335
107725,1,3.3333333333333335
107731,1,3.3333333333333335
107735,1,3.3333333333333335
107740,1,3.3333333333333335
107741,1,3.3333333333333335
107742,1,3.3333333333333335
107745,1,3.3333333333333335
107746,1,3.3333333333333335
107748,1,3.3333333333333335
107764,1,3.3333333333333335
107766,1,3.3333333333333335
107767,1,3.3333333333333335
107773,1,3.3333333333333335
107776,1,3.3333333333333335
107778,1,3.3333333333333335
107783,1,3.3333333333333335
107787,1,3.3333333333333335
107794,1,3.3333333333333335
107799,1,3.3333333333333335
107801,1,3.3333333333333335
107802,1,3.3333333333333335
107805,1,3.3333333333333335
107818,1,3.3333333333333335
107842,1,3.3333333333333335
107845,1,3.3333333333333335
107849,1,3.3333333333333335
107856,1,3.3333333333333335
107874,1,3.3333333333333335
107876,1,3.3333333333333335
107896,1,3.3333333333333335
107913,1,3.3333333333333335
107915,1,3.3333333333333335
107924,1,3.3333333333333335
107931,1,3.3333333333333335
107936,1,3.3333333333333335
107942,1,3.3333333333333335
107954,1,3.3333333333333335
107964,1,3.3333333333333335
107983,1,3.3333333333333335
107984,1,3.3333333333333335
107985,1,3.3333333333333335
107990,1,3.3333333333333335
108001,1,3.3333333333333335
108020,1,3.3333333333333335
108040,1,3.3333333333333335
108046,1,3.3333333333333335
108047,1,3.3333333333333335
108049,1,3.3333333333333335
108053,1,3.3333333333333335
108060,1,3.3333333333333335
108062,1,3.3333333333333335
108065,1,3.3333333333333335
108070,1,3.3333333333333335
108073,1,3.3333333333333335
108079,1,3.3333333333333335
108091,1,3.3333333333333335
108100,1,3.3333333333333335
108101,1,3.3333333333333335
108103,1,3.3333333333333335
108116,1,3.3333333333333335
108134,1,3.3333333333333335
108140,1,3.3333333333333335
108142,1,3.3333333333333335
108144,1,3.3333333333333335
108159,1,3.3333333333333335
108162,1,3.3333333333333335
108163,1,3.3333333333333335
108172,1,3.3333333333333335
108178,1,3.3333333333333335
108184,1,3.3333333333333335
108195,1,3.3333333333333335
108201,1,3.3333333333333335
108205,1,3.3333333333333335
108215,1,3.3333333333333335
108222,1,3.3333333333333335
108223,1,3.3333333333333335
108224,1,3.3333333333333335
108231,1,3.3333333333333335
108233,1,3.3333333333333335
108234,1,3.3333333333333335
108244,1,3.3333333333333335
108263,1,3.3333333333333335
108264,1,3.3333333333333335
108267,1,3.3333333333333335
108269,1,3.3333333333333335
108272,1,3.3333333333333335
108273,1,3.3333333333333335
108275,1,3.3333333333333335
108277,1,3.3333333333333335
108281,1,3.3333333333333335
108282,1,3.3333333333333335
108291,1,3.3333333333333335
108293,1,3.3333333333333335
108318,1,3.3333333333333335
108320,1,3.3333333333333335
108324,1,3.3333333333333335
108326,1,3.3333333333333335
108361,1,3.3333333333333335
108365,1,3.3333333333333335
108366,1,3.3333333333333335
108372,1,3.3333333333333335
108387,1,3.3333333333333335
108390,1,3.3333333333333335
108392,1,3.3333333333333335
108399,1,3.3333333333333335
108401,1,3.3333333333333335
108402,1,3.3333333333333335
108409,1,3.3333333333333335
108413,1,3.3333333333333335
108424,1,3.3333333333333335
108426,1,3.3333333333333335
108431,1,3.3333333333333335
108437,1,3.3333333333333335
108442,1,3.3333333333333335
108446,1,3.3333333333333335
108447,1,3.3333333333333335
108461,1,3.3333333333333335
108466,1,3.3333333333333335
108467,1,3.3333333333333335
108471,1,3.3333333333333335
108472,1,3.3333333333333335
108476,1,3.3333333333333335
108477,1,3.3333333333333335
108481,1,3.3333333333333335
108486,1,3.3333333333333335
108488,1,3.3333333333333335
108489,1,3.3333333333333335
108493,1,3.3333333333333335
108495,1,3.3333333333333335
108497,1,3.3333333333333335
108499,1,3.3333333333333335
108503,1,3.3333333333333335
108505,1,3.3333333333333335
108510,1,3.3333333333333335
108516,1,3.3333333333333335
108517,1,3.3333333333333335
108518,1,3.3333333333333335
108520,1,3.3333333333333335
108524,1,3.3333333333333335
108527,1,3.3333333333333335
108530,1,3.3333333333333335
108545,1,3.3333333333333335
108547,1,3.3333333333333335
108548,1,3.3333333333333335
108550,1,3.3333333333333335
108560,1,3.3333333333333335
108565,1,3.3333333333333335
108567,1,3.3333333333333335
108568,1,3.3333333333333335
108570,1,3.3333333333333335
108571,1,3.3333333333333335
108573,1,3.3333333333333335
108586,1,3.3333333333333335
108590,1,3.3333333333333335
108591,1,3.3333333333333335
108595,1,3.3333333333333335
108597,1,3.3333333333333335
108598,1,3.3333333333333335
108599,1,3.3333333333333335
108602,1,3.3333333333333335
108623,1,3.3333333333333335
108629,1,3.3333333333333335
108633,1,3.3333333333333335
108635,1,3.3333333333333335
108638,1,3.3333333333333335
108643,1,3.3333333333333335
108660,1,3.3333333333333335
108662,1,3.3333333333333335
108664,1,3.3333333333333335
108675,1,3.3333333333333335
108679,1,3.3333333333333335
108684,1,3.3333333333333335
108688,1,3.3333333333333335
108689,1,3.3333333333333335
108692,1,3.3333333333333335
108695,1,3.3333333333333335
108716,1,3.3333333333333335
108717,1,3.3333333333333335
108728,1,3.3333333333333335
108730,1,3.3333333333333335
108743,1,3.3333333333333335
108745,1,3.3333333333333335
108773,1,3.3333333333333335
108778,1,3.3333333333333335
108783,1,3.3333333333333335
108786,1,3.3333333333333335
108789,1,3.3333333333333335
108790,1,3.3333333333333335
108794,1,3.3333333333333335
108804,1,3.3333333333333335
108808,1,3.3333333333333335
108811,1,3.3333333333333335
108814,1,3.3333333333333335
108832,1,3.3333333333333335
108839,1,3.3333333333333335
108848,1,3.3333333333333335
108849,1,3.3333333333333335
108857,1,3.3333333333333335
108870,1,3.3333333333333335
108873,1,3.3333333333333335
108876,1,3.3333333333333335
108879,1,3.3333333333333335
108880,1,3.3333333333333335
108881,1,3.3333333333333335
108883,1,3.3333333333333335
108894,1,3.3333333333333335
108907,1,3.3333333333333335
108908,1,3.3333333333333335
108913,1,3.3333333333333335
108917,1,3.3333333333333335
108923,1,3.3333333333333335
108933,1,3.3333333333333335
108943,1,3.3333333333333335
108944,1,3.3333333333333335
108949,1,3.3333333333333335
108965,1,3.3333333333333335
108968,1,3.3333333333333335
108983,1,3.3333333333333335
108989,1,3.3333333333333335
108994,1,3.3333333333333335
109013,1,3.3333333333333335
109027,1,3.3333333333333335
109028,1,3.3333333333333335
109039,1,3.3333333333333335
109044,1,3.3333333333333335
109052,1,3.3333333333333335
109055,1,3.3333333333333335
109065,1,3.3333333333333335
109066,1,3.3333333333333335
109086,1,3.3333333333333335
109090,1,3.3333333333333335
109092,1,3.3333333333333335
109102,1,3.3333333333333335
109112,1,3.3333333333333335
109117,1,3.3333333333333335
109128,1,3.3333333333333335
109129,1,3.3333333333333335
109132,1,3.3333333333333335
109136,1,3.3333333333333335
109137,1,3.3333333333333335
109141,1,3.3333333333333335
109148,1,3.3333333333333335
109166,1,3.3333333333333335
109174,1,3.3333333333333335
109175,1,3.3333333333333335
109188,1,3.3333333333333335
109204,1,3.3333333333333335
109214,1,3.3333333333333335
109215,1,3.3333333333333335
109222,1,3.3333333333333335
109224,1,3.3333333333333335
109232,1,3.3333333333333335
109237,1,3.3333333333333335
109238,1,3.3333333333333335
109239,1,3.3333333333333335
109244,1,3.3333333333333335
109257,1,3.3333333333333335
109261,1,3.3333333333333335
109262,1,3.3333333333333335
109270,1,3.3333333333333335
109275,1,3.3333333333333335
109289,1,3.3333333333333335
109291,1,3.3333333333333335
109292,1,3.3333333333333335
109301,1,3.3333333333333335
109305,1,3.3333333333333335
109306,1,3.3333333333333335
109307,1,3.3333333333333335
109311,1,3.3333333333333335
109320,1,3.3333333333333335
109325,1,3.3333333333333335
109330,1,3.3333333333333335
109331,1,3.3333333333333335
109335,1,3.3333333333333335
109345,1,3.3333333333333335
109357,1,3.3333333333333335
109363,1,3.3333333333333335
109364,1,3.3333333333333335
109370,1,3.3333333333333335
109375,1,3.3333333333333335
109377,1,3.3333333333333335
109378,1,3.3333333333333335
109381,1,3.3333333333333335
109387,1,3.3333333333333335
109392,1,3.3333333333333335
109395,1,3.3333333333333335
109396,1,3.3333333333333335
109404,1,3.3333333333333335
109408,1,3.3333333333333335
109412,1,3.3333333333333335
109430,1,3.3333333333333335
109444,1,3.3333333333333335
109449,1,3.3333333333333335
109451,1,3.3333333333333335
109452,1,3.3333333333333335
109470,1,3.3333333333333335
109478,1,3.3333333333333335
109480,1,3.3333333333333335
109486,1,3.3333333333333335
109489,1,3.3333333333333335
109490,1,3.3333333333333335
109504,1,3.3333333333333335
109509,1,3.3333333333333335
109510,1,3.3333333333333335
109520,1,3.3333333333333335
109523,1,3.3333333333333335
109525,1,3.3333333333333335
109536,1,3.3333333333333335
109538,1,3.3333333333333335
109540,1,3.3333333333333335
109551,1,3.3333333333333335
109555,1,3.3333333333333335
109556,1,3.3333333333333335
109559,1,3.3333333333333335
109565,1,3.3333333333333335
109569,1,3.3333333333333335
109574,1,3.3333333333333335
109578,1,3.3333333333333335
109592,1,3.3333333333333335
109599,1,3.3333333333333335
109605,1,3.3333333333333335
109606,1,3.3333333333333335
109623,1,3.3333333333333335
109625,1,3.3333333333333335
109627,1,3.3333333333333335
109635,1,3.3333333333333335
109644,1,3.3333333333333335
109647,1,3.3333333333333335
109665,1,3.3333333333333335
109669,1,3.3333333333333335
109679,1,3.3333333333333335
109691,1,3.3333333333333335
109693,1,3.3333333333333335
109695,1,3.3333333333333335
109712,1,3.3333333333333335
109722,1,3.3333333333333335
109726,1,3.3333333333333335
109729,1,3.3333333333333335
109739,1,3.3333333333333335
109748,1,3.3333333333333335
109755,1,3.3333333333333335
109762,1,3.3333333333333335
109765,1,3.3333333333333335
109766,1,3.3333333333333335
109768,1,3.3333333333333335
109769,1,3.3333333333333335
109788,1,3.3333333333333335
109796,1,3.3333333333333335
109800,1,3.3333333333333335
109820,1,3.3333333333333335
109851,1,3.3333333333333335
109859,1,3.3333333333333335
109861,1,3.3333333333333335
109867,1,3.3333333333333335
109875,1,3.3333333333333335
109879,1,3.3333333333333335
109882,1,3.3333333333333335
109887,1,3.3333333333333335
109893,1,3.3333333333333335
109902,1,3.3333333333333335
109904,1,3.3333333333333335
109912,1,3.3333333333333335
109914,1,3.3333333333333335
109921,1,3.3333333333333335
109924,1,3.3333333333333335
109925,1,3.3333333333333335
109932,1,3.3333333333333335
109933,1,3.3333333333333335
109934,1,3.3333333333333335
109942,1,3.3333333333333335
109948,1,3.3333333333333335
109950,1,3.3333333333333335
109952,1,3.3333333333333335
109956,1,3.3333333333333335
109972,1,3.3333333333333335
109976,1,3.3333333333333335
109984,1,3.3333333333333335
109986,1,3.3333333333333335
109993,1,3.3333333333333335
110001,1,3.3333333333333335
110015,1,3.3333333333333335
110017,1,3.3333333333333335
110021,1,3.3333333333333335
110022,1,3.3333333333333335
110033,1,3.3333333333333335
110034,1,3.3333333333333335
110037,1,3.3333333333333335
110047,1,3.3333333333333335
110049,1,3.3333333333333335
110052,1,3.3333333333333335
110073,1,3.3333333333333335
110078,1,3.3333333333333335
110094,1,3.3333333333333335
110095,1,3.3333333333333335
110096,1,3.3333333333333335
110097,1,3.3333333333333335
110098,1,3.3333333333333335
110111,1,3.3333333333333335
110112,1,3.3333333333333335
110116,1,3.3333333333333335
110117,1,3.3333333333333335
110121,1,3.3333333333333335
110122,1,3.3333333333333335
110127,1,3.3333333333333335
110144,1,3.3333333333333335
110146,1,3.3333333333333335
110147,1,3.3333333333333335
110149,1,3.3333333333333335
110158,1,3.3333333333333335
110159,1,3.3333333333333335
110168,1,3.3333333333333335
110173,1,3.3333333333333335
110174,1,3.3333333333333335
110177,1,3.3333333333333335
110180,1,3.3333333333333335
110189,1,3.3333333333333335
110192,1,3.3333333333333335
110194,1,3.3333333333333335
110205,1,3.3333333333333335
110208,1,3.3333333333333335
110212,1,3.3333333333333335
110213,1,3.3333333333333335
110225,1,3.3333333333333335
110239,1,3.3333333333333335
110245,1,3.3333333333333335
110249,1,3.3333333333333335
110250,1,3.3333333333333335
110261,1,3.3333333333333335
110263,1,3.3333333333333335
110267,1,3.3333333333333335
110268,1,3.3333333333333335
110269,1,3.3333333333333335
110286,1,3.3333333333333335
110287,1,3.3333333333333335
110291,1,3.3333333333333335
110295,1,3.3333333333333335
110299,1,3.3333333333333335
110306,1,3.3333333333333335
110307,1,3.3333333333333335
110308,1,3.3333333333333335
110309,1,3.3333333333333335
110310,1,3.3333333333333335
110311,1,3.3333333333333335
110330,1,3.3333333333333335
110332,1,3.3333333333333335
110337,1,3.3333333333333335
110345,1,3.3333333333333335
110348,1,3.3333333333333335
110355,1,3.3333333333333335
110361,1,3.3333333333333335
110367,1,3.3333333333333335
110368,1,3.3333333333333335
110370,1,3.3333333333333335
110379,1,3.3333333333333335
110385,1,3.3333333333333335
110386,1,3.3333333333333335
110390,1,3.3333333333333335
110392,1,3.3333333333333335
110393,1,3.3333333333333335
110395,1,3.3333333333333335
110398,1,3.3333333333333335
110402,1,3.3333333333333335
110406,1,3.3333333333333335
110411,1,3.3333333333333335
110415,1,3.3333333333333335
110417,1,3.3333333333333335
110418,1,3.3333333333333335
110419,1,3.3333333333333335
110420,1,3.3333333333333335
110424,1,3.3333333333333335
110431,1,3.3333333333333335
110433,1,3.3333333333333335
110437,1,3.3333333333333335
110441,1,3.3333333333333335
110455,1,3.3333333333333335
110460,1,3.3333333333333335
110461,1,3.3333333333333335
110467,1,3.3333333333333335
110469,1,3.3333333333333335
110470,1,3.3333333333333335
110481,1,3.3333333333333335
110484,1,3.3333333333333335
110488,1,3.3333333333333335
110492,1,3.3333333333333335
110494,1,3.3333333333333335
110505,1,3.3333333333333335
